pNPP (mM),slope,initial velocities
20.0,0.5140907641142857,34.27271760761904
10.0,0.5031401632390977,33.54267754927318
7.0,0.4704346427639098,31.362309517593985
4.0,0.4170212341052632,27.80141560701755
2.0,0.3424447812571429,22.829652083809528
1.0,0.2462595355909775,16.417302372731832
0.7,0.20284295232781954,13.522863488521303
0.4,0.1364430576421053,9.09620384280702
0.2,0.07644213958496242,5.096142638997494
0.1,0.07806979615939849,5.204653077293233
0.05,0.022319351245112782,1.4879567496741855
